abalone	2793,5509,7072,8690
thoughts	2098,2293,2428,2561,3339,3800,4021,4142,4763,5448,5641,6238,8923,9303,10783,11171,11560,12572
thousand	45,153,192,240,343,357,357,358,1228,3385,4247,4469,4838,6169,6280,6309,6322,6329,6336,6343,6350,6357,6364,6377,6384,6391,6398,6407,6412,6419,6428,6433,6440,6447,6452,6457,6464,6471,6480,6493,6506,6519,6526,6535,6540,6547,6548,6551,6558,6561,6565,6572,6581,6588,6597,6604,6613,6620,6629,6636,6641,6652,6659,6664,7660,7698,8884,9028,9222,10055,10067,10235,11435,11726
thousandfold	3433
thousands	914,921,4029,8606,8672,9039,9289,9533,9568,10238,10614,10622,12483,12558
thrashed	1411,7482,11809
thrashing	7453,10025,10027
thrashings	1384
thread	4279,11808
threaded	3438,3966
threadlike	5858
threads	372,8385,10285,11798
threat	4215,5672
threaten	7443
threatened	707,1993,5182,7473,12171,12814
threatening	1192,2303,5887,12325,13003
threats	10162
three	88,369,472,484,507,530,535,539,578,721,727,759,760,913,920,925,993,1148,1197,1204,1220,1220,1220,1327,1414,1420,1435,1440,1461,1559,1797,1967,2059,2200,2230,2602,2604,2604,2686,2726,3154,3186,3269,3288,3489,3522,3570,3967,4145,4274,4370,4380,4428,4441,4667,4739,4850,4921,5018,5160,5279,5322,5379,5867,6154,6772,6790,6823,6828,6843,7269,7488,7591,7650,7697,8044,8187,8220,8248,8378,8507,8603,8608,8608,8622,8622,8624,8687,8701,8705,8755,8786,8980,9357,9607,9634,9638,9698,9714,9775,9785,9903,10200,10261,10422,10533,10582,10614,10656,10656,10717,10752,10831,10946,10980,11384,11399,11667,12335,12455,12617,12730,12814,12823,13134
thresher	8583
threw	1630,2332,4854,9112,10988,11073,11146
thrill	4201
thrilling	8728
thrive	9744
throat	1516,2332,5282,5516,8097,11663
throatfuls	11533
throats	913
throbbed	5854,9050
throbbing	8892,10594
throes	11468,11520,12886,13128
throne	4542
through	78,98,228,357,678,1016,1496,1684,1703,1736,1875,2012,2299,2326,2502,2546,2687,2852,2906,2987,3177,3270,3294,3420,3423,3463,3602,3671,3702,3830,3986,4015,4128,4181,4206,4269,4308,4326,4395,4405,4441,4843,4877,4935,5118,5151,5167,5210,5460,5662,6039,6198,6219,6233,6467,6757,6897,6900,6901,7022,7123,7152,7155,7467,7469,7573,7581,7641,7652,7776,7797,7802,7802,7814,7820,8110,8209,8365,8620,8654,8716,8734,8755,8761,8763,8799,8899,8902,8931,9010,9105,9185,9271,9287,9307,9311,9379,9407,9415,9422,9438,9440,9511,9609,9642,9671,9671,9684,9802,9823,10149,10162,10195,10285,10290,10409,10485,10567,10962,11008,11061,11075,11100,11224,11263,11280,11292,11316,11381,11446,11482,11488,11600,11796,11801,11827,11903,11981,11993,12122,12368,12372,12383,12463,12540,12597,12855,12873,12879,12879,12883,12982,13073,13093
throughout	6173,8007,8403
throw	3166,11116,12263
throwing	973,1828,2286,4000,4213,7148,11802
thrown	1581,1755,5738,5743,8082,9821,11378,11681,11742,12413,12536,12957
thrust	556,3113,3166,7299,7471,8081,9743,9803,12074,12132,12898
thrusts	967,2423,10122,10147
thumbed	9684
thumbing	1515,9983
thumbnail	374
thunder	2474,4948,5090,9961,12367,12887
thunderclaps	4788,5574
thunderstorms	4512
thus	348,685,3853,4146,4497,4771,6823,7099,7760,8677,9287,10094,13182
thwart	7296
thwarted	2422,12181
thwarts	8022
tidal	12357
tide	4850,4862,4895,4904,5454,5463,5483,5487,5662,5691,5750,5863,7299,7808,9602,9603,13117
tides	3282,4862,4882,4884,4912
tie	906,7152
tied	10073
tiered	7802,9261
tierra	11585
ties	2417,2665,3769,9866,11791,13057
tiger	4221,4959,4959,6872
tigers	3771,7001,7002
tight	9816,10822,12463,13136
tighten	372
tighter	2027
tightly	914,9641
tightness	3097,4056
tihama	7653
tikopia	4619,4657
tilde	127
tiles	12346
tiling	2329
till	34,1018,1548,2237,5244,11853
tilled	4371
tiller	7272,8022
tilted	11443
timaeus	9277
timber	6190,13142
timberline	9217
time	32,35,40,107,138,341,376,413,463,697,700,801,805,921,1208,1245,1251,1270,1498,1581,1674,1716,1729,1736,1809,1866,2010,2018,2083,2132,2148,2174,2177,2199,2199,2289,2304,2502,2665,2687,2774,2934,3154,3252,3385,3402,3580,4206,4509,4509,4672,4750,4847,4910,5114,5147,5166,5312,5483,5486,5566,5617,5783,5947,5960,6144,6166,6738,6809,6963,6995,7008,7274,7401,7432,7597,7730,7776,8060,8060,8369,8375,8555,8674,8716,8741,8829,8844,8884,8897,8971,8980,8991,9010,9085,9293,9444,9459,9623,9656,9680,9694,9800,9818,9912,10053,10066,10117,10142,10228,10780,10962,10992,11011,11051,11104,11169,11239,11287,11417,11418,11464,11778,11981,12298,12317,12317,12604,12642,12793,12841,12857,12870,12954,13021,13062,13066
timed	5551
timely	4912,9038
timepiece	5691
times	471,501,631,681,681,681,920,1076,1076,1077,1158,1171,1194,1194,1510,1835,2673,3099,3179,3186,3272,3288,3642,3866,4051,4161,4746,5226,6039,6156,6184,6823,7140,7360,7440,8060,8556,8589,8598,8647,8845,8881,9235,9277,9290,9448,9557,9714,10161,10291,10519,10532,12816,13108
timetable	2212
timid	472
timidly	9518
timing	9721
timor	5772,5779
tin	4716
tinderbox	9537
tiniest	1917,4050,5019,7343,9361,10285,10984,13080
tinkling	8613
tint	4256,10315,10809
tinted	3652,3993,5467,6962,9197,10235,11668,11671,11963
tints	2592,4016,6751
tiny	4005,4322,4327,4487,4518,5851,6161,6891,6892,7774,8515
tip	916,1148,2238,4740,5768,6221,6805,8076,8103,8792,10194,11557,11632,12438,12564
tipping	1045,9972
tips	4254,5281,7518,7613,8694,8706,9554,11622
tipsy	3002,5275,11506
tire	1552,2504
tired	1683,3656,4206,4364,4765,6699,7587,9173,9948
tireless	1555,5866,11265
tirelessly	2736
tiresome	796
tissue	3640,4487,7103,7111,7680,7680,7687
tit	7510,12080
titanic	403,698,7394,9224
titian	2723
title	69,190,191,193
titles	45,357,362,1975
tm	95,97,97,98,103,118
to	3,6,9,15,32,35,35,35,35,35,35,40,44,45,48,48,48,53,53,56,63,65,69,69,69,72,72,72,79,80,81,82,93,93,95,95,98,100,100,103,104,107,107,107,107,109,109,109,109,111,116,119,127,127,130,134,134,134,134,137,137,139,141,291,336,343,346,347,348,353,361,361,362,362,369,372,390,392,411,416,416,467,467,472,475,475,481,481,484,489,489,500,507,513,513,519,519,519,519,528,528,531,535,535,535,543,545,552,567,576,577,580,583,585,586,588,590,607,607,611,612,613,621,627,631,632,632,633,634,646,647,647,648,654,656,657,661,661,666,667,669,671,673,673,681,681,688,688,694,695,701,704,706,706,707,707,710,711,714,715,718,720,723,724,724,725,737,738,760,762,768,768,768,768,770,770,779,783,783,787,793,793,796,800,800,802,802,816,820,831,831,833,846,852,861,862,862,865,865,866,866,868,869,869,871,877,878,880,880,880,887,889,889,891,891,896,899,905,919,920,923,925,942,944,944,951,955,958,959,959,967,967,971,973,973,973,975,975,975,977,977,979,986,986,991,991,994,994,997,998,1004,1008,1008,1018,1020,1026,1026,1026,1033,1036,1039,1043,1047,1051,1054,1055,1055,1056,1070,1085,1087,1091,1095,1098,1107,1111,1113,1113,1114,1114,1114,1115,1116,1137,1137,1138,1140,1143,1143,1143,1145,1154,1161,1165,1167,1176,1178,1178,1181,1187,1187,1193,1195,1199,1200,1204,1207,1208,1210,1211,1212,1215,1215,1215,1217,1217,1219,1223,1224,1224,1228,1229,1230,1233,1233,1235,1247,1249,1251,1260,1268,1270,1274,1290,1290,1294,1299,1300,1312,1315,1315,1316,1323,1327,1327,1332,1335,1335,1341,1343,1347,1349,1351,1353,1354,1369,1369,1374,1374,1383,1385,1388,1392,1394,1396,1399,1407,1413,1414,1414,1416,1417,1429,1438,1438,1449,1458,1461,1470,1475,1479,1481,1483,1486,1488,1492,1496,1514,1520,1529,1530,1536,1546,1552,1555,1557,1559,1562,1565,1566,1566,1579,1581,1599,1601,1603,1604,1604,1612,1620,1639,1658,1660,1662,1666,1673,1673,1674,1676,1680,1681,1681,1683,1684,1690,1690,1698,1702,1708,1735,1738,1739,1742,1757,1771,1775,1781,1788,1788,1795,1804,1805,1809,1809,1809,1809,1813,1816,1816,1820,1820,1823,1823,1823,1826,1828,1831,1834,1836,1838,1843,1866,1870,1875,1877,1879,1886,1886,1892,1892,1895,1897,1898,1899,1907,1917,1925,1925,1933,1934,1944,1946,1953,1957,1959,1964,1965,1967,1970,1972,1978,1982,1983,1984,1984,1986,1993,1997,2000,2006,2008,2012,2012,2012,2019,2019,2035,2036,2037,2038,2045,2046,2048,2048,2049,2055,2067,2069,2071,2071,2084,2086,2097,2101,2119,2127,2129,2130,2134,2139,2139,2140,2140,2142,2144,2146,2146,2147,2150,2150,2153,2157,2158,2178,2190,2192,2199,2203,2209,2209,2212,2216,2220,2221,2222,2225,2229,2232,2234,2240,2244,2252,2254,2265,2280,2280,2281,2284,2284,2285,2286,2295,2295,2295,2295,2297,2298,2298,2299,2299,2300,2305,2311,2313,2317,2323,2324,2324,2332,2335,2335,2335,2337,2360,2368,2374,2377,2382,2382,2393,2397,2398,2404,2406,2410,2411,2411,2418,2422,2424,2426,2433,2436,2437,2441,2441,2441,2443,2443,2446,2447,2450,2450,2460,2465,2468,2482,2484,2490,2491,2497,2497,2502,2504,2506,2506,2510,2511,2517,2520,2524,2526,2526,2532,2542,2544,2553,2557,2558,2559,2561,2563,2569,2581,2583,2584,2584,2585,2586,2592,2595,2596,2604,2606,2607,2618,2620,2620,2648,2650,2657,2657,2662,2665,2670,2671,2671,2674,2674,2675,2686,2687,2687,2697,2704,2720,2729,2733,2737,2743,2752,2758,2769,2774,2778,2779,2797,2799,2800,2803,2808,2809,2810,2811,2811,2814,2815,2817,2821,2823,2826,2838,2857,2860,2862,2863,2863,2866,2878,2883,2895,2901,2906,2906,2906,2918,2920,2934,2935,2942,2944,2961,2961,2965,2967,2970,2974,2975,2977,2983,2983,2983,2985,2985,2986,2986,2988,2988,2989,2989,2993,2995,2999,3002,3004,3006,3009,3010,3014,3020,3029,3032,3032,3034,3048,3049,3049,3050,3052,3080,3081,3083,3085,3087,3090,3091,3091,3091,3092,3092,3092,3095,3097,3097,3102,3108,3108,3112,3112,3113,3119,3120,3125,3125,3125,3125,3129,3130,3131,3132,3132,3136,3138,3139,3139,3139,3143,3148,3148,3148,3153,3153,3154,3154,3160,3162,3162,3162,3162,3163,3164,3166,3166,3177,3181,3181,3186,3193,3194,3202,3204,3205,3205,3206,3207,3208,3209,3223,3230,3269,3270,3270,3276,3278,3281,3281,3283,3286,3286,3288,3293,3293,3298,3298,3309,3317,3319,3323,3325,3336,3336,3339,3345,3348,3355,3356,3362,3372,3375,3383,3385,3396,3396,3397,3401,3402,3404,3407,3410,3426,3428,3437,3437,3443,3443,3445,3446,3451,3463,3469,3493,3493,3512,3512,3514,3534,3540,3552,3555,3564,3570,3583,3586,3589,3594,3595,3635,3635,3638,3641,3646,3656,3658,3662,3665,3668,3671,3671,3675,3685,3689,3690,3690,3698,3701,3702,3708,3721,3737,3739,3741,3743,3743,3743,3760,3762,3763,3765,3767,3772,3778,3778,3794,3796,3800,3800,3804,3805,3808,3809,3820,3830,3831,3831,3831,3836,3836,3836,3836,3837,3838,3839,3844,3847,3849,3850,3855,3856,3856,3857,3866,3866,3874,3880,3880,3893,3896,3900,3915,3921,3923,3930,3934,3934,3938,3940,3943,3944,3950,3955,3956,3956,3959,3967,3971,3971,3972,3978,3983,3984,3984,3986,3986,3987,3987,4007,4013,4019,4021,4022,4028,4029,4032,4039,4040,4044,4050,4053,4057,4062,4062,4082,4083,4084,4093,4096,4096,4096,4097,4103,4107,4109,4110,4115,4116,4120,4121,4123,4123,4125,4127,4127,4128,4133,4134,4136,4137,4139,4142,4143,4145,4145,4149,4155,4163,4168,4169,4169,4170,4173,4174,4174,4174,4174,4179,4181,4185,4190,4193,4201,4206,4207,4209,4209,4209,4209,4228,4251,4251,4258,4262,4263,4267,4283,4283,4287,4287,4287,4290,4296,4299,4299,4303,4303,4304,4310,4311,4317,4317,4320,4322,4326,4327,4329,4330,4330,4336,4336,4340,4346,4355,4355,4361,4368,4368,4370,4376,4378,4381,4381,4386,4386,4388,4391,4398,4402,4402,4410,4420,4429,4430,4431,4437,4438,4438,4440,4441,4443,4472,4472,4476,4476,4477,4480,4484,4484,4487,4491,4498,4503,4505,4505,4509,4512,4514,4518,4518,4524,4527,4535,4536,4542,4544,4548,4554,4557,4558,4559,4559,4570,4574,4574,4586,4587,4591,4594,4604,4604,4607,4618,4621,4627,4627,4631,4631,4646,4649,4651,4652,4655,4655,4661,4661,4662,4664,4665,4667,4668,4668,4672,4676,4678,4679,4681,4687,4688,4692,4692,4695,4698,4706,4707,4709,4718,4744,4744,4746,4747,4749,4754,4758,4766,4769,4773,4775,4785,4788,4788,4798,4799,4814,4814,4816,4816,4818,4819,4821,4828,4831,4840,4842,4842,4842,4842,4846,4846,4847,4851,4855,4860,4860,4861,4863,4868,4872,4874,4876,4878,4882,4889,4893,4896,4902,4902,4910,4919,4921,4927,4928,4928,4929,4929,4932,4933,4935,4938,4939,4945,4956,4959,4968,4983,4989,5006,5008,5014,5015,5030,5033,5036,5039,5039,5049,5050,5050,5052,5052,5055,5060,5066,5068,5083,5088,5092,5104,5108,5108,5111,5111,5115,5130,5133,5137,5141,5151,5154,5154,5160,5166,5167,5168,5172,5176,5176,5177,5181,5182,5186,5200,5205,5205,5205,5208,5208,5210,5220,5226,5227,5233,5237,5248,5249,5253,5272,5275,5275,5275,5278,5278,5282,5288,5289,5289,5296,5296,5306,5309,5312,5316,5321,5328,5334,5335,5341,5341,5346,5352,5354,5373,5375,5377,5379,5379,5387,5389,5395,5397,5397,5397,5403,5406,5414,5422,5429,5442,5442,5445,5450,5451,5451,5453,5454,5455,5457,5464,5467,5470,5476,5480,5481,5481,5483,5483,5485,5487,5487,5491,5491,5493,5495,5497,5505,5506,5507,5510,5513,5518,5530,5531,5543,5543,5544,5546,5546,5551,5555,5565,5570,5572,5573,5577,5582,5584,5593,5601,5605,5617,5617,5628,5629,5629,5631,5631,5631,5631,5634,5635,5640,5641,5643,5645,5646,5646,5660,5660,5660,5660,5670,5672,5672,5672,5677,5681,5681,5686,5688,5690,5699,5703,5716,5718,5722,5728,5742,5742,5761,5763,5764,5768,5768,5775,5776,5778,5781,5781,5781,5781,5782,5782,5791,5792,5801,5803,5806,5806,5808,5816,5816,5828,5829,5836,5842,5852,5858,5860,5881,5883,5883,5884,5891,5895,5896,5896,5897,5901,5907,5910,5914,5915,5922,5924,5929,5930,5936,5938,5945,5947,5949,5960,5962,5967,5984,5986,5988,5995,6019,6020,6028,6032,6039,6039,6039,6045,6046,6050,6052,6061,6065,6067,6067,6067,6073,6080,6080,6095,6102,6105,6122,6126,6133,6133,6139,6144,6144,6149,6157,6157,6164,6164,6164,6167,6167,6167,6171,6176,6177,6184,6190,6197,6207,6207,6214,6217,6219,6221,6232,6236,6238,6240,6252,6699,6699,6700,6702,6702,6702,6704,6704,6706,6708,6711,6712,6712,6714,6717,6717,6717,6717,6722,6723,6723,6723,6726,6726,6728,6732,6733,6736,6737,6737,6743,6744,6750,6758,6760,6764,6771,6776,6776,6776,6777,6782,6788,6790,6790,6796,6797,6797,6797,6803,6803,6805,6819,6822,6823,6823,6827,6829,6831,6832,6837,6847,6847,6850,6850,6851,6853,6872,6872,6875,6876,6877,6884,6891,6896,6899,6899,6900,6903,6916,6916,6929,6938,6941,6944,6944,6949,6949,6953,6954,6959,6959,6960,6960,6960,6964,6967,6969,6977,6988,6994,7000,7001,7001,7002,7003,7004,7008,7009,7009,7009,7017,7017,7022,7032,7032,7048,7050,7051,7053,7058,7062,7080,7083,7098,7102,7103,7108,7110,7115,7123,7123,7123,7125,7125,7127,7132,7146,7150,7152,7168,7168,7170,7176,7190,7194,7201,7204,7218,7218,7241,7248,7248,7258,7262,7265,7265,7269,7269,7280,7284,7289,7295,7309,7311,7313,7315,7316,7318,7319,7319,7321,7323,7323,7349,7353,7354,7359,7359,7361,7361,7367,7368,7368,7372,7374,7375,7377,7378,7386,7386,7389,7397,7398,7401,7401,7403,7407,7410,7411,7411,7411,7412,7413,7416,7416,7420,7421,7422,7424,7428,7430,7432,7434,7434,7434,7435,7440,7443,7444,7445,7445,7451,7456,7458,7460,7462,7467,7470,7471,7471,7473,7475,7475,7475,7478,7483,7486,7486,7486,7491,7499,7499,7501,7506,7510,7514,7526,7530,7531,7536,7557,7557,7558,7561,7571,7571,7573,7574,7576,7580,7588,7588,7593,7599,7599,7607,7608,7618,7619,7623,7629,7629,7629,7636,7637,7637,7644,7644,7645,7649,7652,7655,7660,7665,7673,7675,7675,7678,7680,7682,7684,7690,7690,7691,7696,7698,7701,7703,7703,7705,7709,7716,7717,7719,7720,7726,7731,7740,7740,7741,7741,7746,7747,7747,7748,7750,7750,7752,7758,7760,7762,7764,7769,7772,7774,7791,7793,7795,7798,7800,7801,7802,7807,7810,7810,7813,7814,7815,7817,7821,7836,7837,7854,7858,7871,7877,7881,7881,7884,7898,7907,7907,7909,7911,7918,7920,7920,7922,7928,7929,7959,7962,7969,7971,7972,7982,7982,7986,7986,7986,7994,7997,7999,8000,8004,8013,8015,8020,8021,8032,8033,8034,8040,8041,8042,8044,8057,8060,8060,8061,8061,8063,8065,8065,8065,8066,8073,8079,8080,8080,8083,8087,8089,8090,8095,8101,8101,8103,8105,8105,8107,8110,8110,8110,8110,8112,8114,8114,8115,8119,8124,8126,8129,8130,8134,8134,8136,8136,8136,8138,8142,8144,8144,8145,8147,8152,8164,8169,8171,8185,8187,8187,8187,8205,8213,8220,8220,8220,8220,8222,8224,8225,8228,8229,8229,8229,8238,8238,8239,8245,8246,8250,8252,8253,8253,8266,8270,8273,8284,8288,8288,8291,8294,8299,8299,8301,8302,8303,8304,8308,8311,8313,8319,8321,8325,8325,8325,8332,8348,8350,8350,8350,8352,8354,8355,8367,8371,8371,8373,8373,8373,8373,8377,8381,8383,8384,8384,8385,8386,8386,8386,8390,8392,8396,8398,8400,8401,8404,8404,8412,8412,8418,8420,8421,8429,8440,8444,8450,8452,8453,8458,8458,8458,8458,8458,8462,8466,8467,8471,8473,8489,8494,8496,8498,8499,8501,8502,8502,8502,8504,8507,8507,8515,8518,8522,8532,8544,8545,8545,8560,8560,8561,8564,8565,8565,8566,8568,8568,8572,8573,8577,8580,8585,8586,8589,8590,8596,8598,8600,8601,8604,8608,8613,8615,8617,8617,8622,8625,8629,8630,8630,8635,8635,8639,8639,8640,8653,8654,8654,8654,8657,8659,8663,8674,8677,8683,8689,8691,8692,8701,8707,8708,8716,8716,8718,8718,8726,8728,8729,8731,8732,8742,8744,8747,8749,8749,8755,8757,8760,8761,8779,8789,8789,8789,8794,8798,8798,8799,8801,8804,8818,8818,8821,8829,8829,8830,8831,8831,8836,8839,8843,8844,8844,8844,8844,8851,8851,8852,8853,8853,8857,8857,8858,8858,8862,8862,8862,8866,8869,8869,8870,8872,8875,8877,8887,8891,8893,8897,8897,8898,8898,8899,8903,8910,8932,8934,8935,8938,8939,8947,8947,8947,8949,8962,8967,8969,8971,8971,8972,8975,8975,8977,8980,8982,8982,8984,8985,8985,8985,8986,8988,8991,8991,8997,8997,9002,9002,9008,9010,9010,9016,9017,9019,9019,9020,9020,9022,9028,9028,9030,9034,9034,9038,9040,9044,9045,9046,9047,9047,9049,9050,9050,9069,9073,9073,9081,9081,9094,9099,9103,9105,9112,9112,9114,9123,9127,9130,9138,9140,9147,9148,9156,9165,9169,9169,9169,9172,9173,9175,9185,9188,9190,9193,9194,9195,9198,9202,9206,9237,9237,9238,9239,9245,9249,9252,9253,9254,9265,9265,9265,9268,9283,9283,9283,9284,9291,9291,9294,9295,9300,9301,9303,9303,9315,9331,9334,9337,9341,9344,9358,9364,9369,9370,9372,9372,9374,9377,9378,9379,9379,9379,9381,9384,9385,9390,9390,9404,9411,9413,9414,9417,9441,9447,9447,9447,9447,9447,9448,9454,9459,9459,9460,9462,9463,9467,9467,9482,9483,9487,9487,9489,9503,9506,9507,9509,9514,9516,9517,9533,9533,9536,9537,9538,9542,9556,9556,9557,9557,9558,9560,9560,9560,9574,9575,9577,9579,9583,9584,9585,9593,9596,9624,9624,9626,9631,9634,9638,9638,9642,9647,9649,9650,9651,9654,9655,9655,9663,9666,9668,9669,9669,9671,9671,9671,9671,9671,9672,9672,9674,9675,9678,9695,9703,9713,9714,9719,9721,9722,9726,9730,9732,9732,9732,9733,9736,9736,9737,9737,9739,9740,9741,9751,9760,9763,9767,9769,9772,9774,9777,9779,9779,9792,9794,9800,9803,9812,9818,9819,9825,9838,9840,9842,9844,9847,9847,9853,9855,9855,9857,9863,9866,9875,9879,9884,9896,9912,9912,9912,9917,9919,9920,9921,9923,9923,9923,9933,9933,9933,9936,9944,9954,9961,9966,9966,9969,9970,9970,9972,9980,9980,9984,9993,10012,10014,10023,10025,10025,10031,10035,10035,10050,10050,10050,10065,10066,10075,10077,10086,10089,10098,10099,10106,10106,10106,10112,10119,10119,10119,10128,10131,10134,10138,10140,10142,10142,10143,10143,10143,10146,10147,10152,10153,10153,10158,10161,10162,10164,10167,10186,10188,10190,10194,10197,10198,10200,10209,10221,10221,10225,10236,10243,10246,10255,10256,10258,10259,10263,10268,10276,10277,10283,10283,10293,10293,10294,10295,10301,10301,10302,10302,10307,10320,10333,10335,10344,10347,10348,10349,10351,10351,10351,10353,10353,10354,10354,10357,10360,10371,10373,10381,10383,10383,10389,10389,10393,10399,10409,10411,10414,10418,10419,10419,10422,10423,10427,10427,10437,10441,10449,10455,10457,10463,10463,10464,10468,10472,10475,10476,10491,10491,10494,10496,10498,10499,10499,10503,10506,10507,10509,10514,10515,10559,10572,10572,10575,10577,10580,10582,10583,10584,10586,10587,10590,10596,10596,10597,10599,10616,10618,10619,10632,10642,10642,10652,10654,10656,10661,10661,10668,10670,10679,10679,10689,10689,10693,10695,10699,10702,10703,10706,10707,10709,10713,10724,10724,10730,10741,10754,10760,10762,10762,10765,10765,10767,10767,10776,10785,10786,10791,10792,10810,10813,10822,10822,10824,10824,10826,10827,10831,10831,10831,10840,10841,10841,10846,10852,10855,10857,10861,10872,10878,10881,10894,10896,10923,10925,10926,10927,10928,10928,10928,10929,10943,10949,10950,10950,10951,10954,10956,10958,10968,10970,10980,10980,10984,10984,10985,10988,10988,11011,11024,11029,11030,11033,11036,11044,11049,11056,11060,11072,11082,11097,11104,11112,11116,11119,11125,11126,11136,11160,11173,11175,11224,11228,11239,11239,11241,11244,11248,11254,11259,11260,11260,11262,11263,11269,11276,11280,11280,11287,11287,11287,11289,11289,11292,11293,11294,11298,11300,11300,11302,11310,11312,11313,11314,11314,11316,11319,11319,11320,11320,11324,11324,11326,11327,11334,11338,11341,11344,11350,11358,11362,11377,11380,11390,11392,11393,11396,11399,11407,11407,11409,11409,11412,11417,11417,11418,11421,11422,11425,11428,11428,11432,11455,11456,11457,11460,11460,11465,11467,11468,11470,11473,11474,11478,11484,11485,11502,11504,11506,11508,11518,11520,11525,11533,11533,11538,11539,11552,11554,11554,11554,11555,11562,11563,11570,11572,11573,11584,11584,11607,11607,11611,11614,11619,11622,11627,11629,11633,11634,11638,11642,11643,11644,11645,11645,11645,11650,11650,11657,11659,11666,11677,11677,11711,11712,11713,11714,11719,11721,11726,11730,11730,11732,11733,11735,11736,11738,11740,11740,11740,11742,11745,11748,11751,11764,11770,11770,11774,11775,11777,11777,11779,11780,11780,11781,11783,11783,11786,11790,11792,11793,11794,11796,11798,11798,11799,11803,11804,11804,11805,11810,11814,11815,11820,11822,11827,11828,11830,11832,11838,11838,11851,11853,11865,11891,11891,11903,11909,11912,11912,11917,11923,11925,11926,11927,11952,11955,11969,11970,11973,11975,11975,11975,11981,11990,12004,12005,12005,12005,12009,12013,12022,12024,12028,12036,12042,12049,12054,12077,12077,12080,12085,12085,12097,12098,12098,12103,12108,12108,12114,12114,12116,12129,12131,12131,12134,12135,12140,12143,12145,12148,12149,12149,12154,12162,12168,12173,12178,12183,12183,12186,12186,12186,12186,12188,12190,12190,12190,12192,12193,12199,12203,12203,12208,12208,12227,12236,12236,12241,12247,12249,12251,12253,12256,12267,12275,12280,12282,12290,12294,12298,12298,12300,12301,12302,12304,12305,12308,12314,12316,12317,12317,12317,12320,12330,12330,12331,12335,12338,12338,12348,12350,12353,12353,12356,12358,12360,12361,12361,12362,12366,12368,12368,12371,12374,12377,12377,12379,12386,12386,12413,12415,12418,12418,12419,12420,12430,12443,12444,12455,12457,12460,12480,12482,12499,12499,12502,12506,12511,12520,12523,12528,12529,12531,12535,12541,12542,12544,12547,12547,12551,12551,12554,12558,12558,12560,12562,12564,12566,12566,12568,12569,12570,12571,12574,12575,12576,12576,12589,12591,12591,12594,12599,12601,12605,12607,12610,12610,12616,12618,12618,12619,12644,12677,12677,12684,12689,12689,12691,12691,12692,12702,12704,12706,12708,12714,12717,12720,12731,12735,12735,12738,12740,12742,12742,12744,12744,12748,12750,12755,12763,12765,12769,12769,12774,12785,12786,12788,12788,12790,12793,12795,12807,12812,12812,12814,12814,12816,12817,12819,12820,12821,12825,12826,12830,12835,12839,12843,12843,12844,12849,12861,12866,12867,12870,12871,12891,12894,12905,12906,12910,12910,12932,12933,12939,12949,12954,12957,12960,12960,12968,12971,12977,12983,12992,12997,13004,13005,13007,13007,13008,13008,13008,13009,13011,13011,13014,13019,13021,13023,13023,13026,13027,13030,13035,13037,13037,13038,13038,13041,13054,13054,13055,13057,13061,13061,13063,13064,13066,13066,13070,13073,13080,13082,13082,13085,13093,13100,13100,13106,13115,13118,13126,13136,13137,13154,13156,13160,13160,13168,13171,13182,13183
toad	8582
toadfish	6792,12166
toasted	5083
tobacco	2706,2708
today	379,3276,3638,4886,5136,6133,7849,7867,8278,8732,9448,10065,10066,10445,11359,11607,12231,12233,12281,12284,12616
together	525,2498,3095,4138,4389,4496,6692,6892,7032,7742,7756,8765,9369,9483,9650,10287,10395,10712,10764,11162,11319,11635,12536,12636,12999,13026,13119
togetherness	6861
toil	948,9045
toilers	12100
token	12304
tokyo	12357
told	885,1247,1693,1890,1986,2000,2021,2167,2534,2555,2563,2591,2657,2689,2830,2840,3014,3026,3031,3285,3319,3328,3387,3469,3752,3804,3812,3844,3919,4361,4702,4798,4833,4874,5014,5058,5561,5607,5637,5648,5810,5815,5932,5953,6107,6124,6807,6853,6886,6946,6980,7028,7508,7686,7877,7898,7964,7974,8173,8207,8403,8525,8803,8849,9344,9345,9385,9541,9810,9918,10033,10263,10309,10322,10412,10463,10466,10494,10514,10546,10590,10633,10685,10785,10819,10978,11012,11234,11282,11300,11329,11363,11387,11590,11713,12011,12080,12147,12186,12258,12298,12645,12686,12733,12760,12852,12863,13016,13109
tolerably	9957
tolerate	1070,6963
tolerating	1054,1065,8589,9747,9786
toll	11009
tomb	11287
tomorrow	1367,3720,5136,5453,5493,5617,5661,5666,5666,6996,7001,7032,7178,7821,7827,7838,8732,8839,8847,10654,10776,10778,10781,10785,10797,10804,11354,12229
ton	442,500,3239,8079,9891
tone	1028,1161,1369,1807,2288,2400,4600,5293,5422,5668,5897,5932,6811,6998,7046,7201,7533,8192,8952,9769,9957,10375,10399,10496,11300,12243,12258,12760
tonga	4531,4706
tongue	650,3837,7848,8380,9354,11966,12108
tongues	11672
tonight	6939,8822,12977,12989
tonnage	541
tons	539,540,696,3088,3092,3099,3100,3102,3102,3103,3108,3108,3132,3132,3138,3240,3269,9026,9890,10035,12517
